쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
KT 아너스컨설팅_노원역점,기후동행쉼터,통신사 대리점,"서울 노원구 노해로83길 21 1층 103호 (상계동, 화용빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.65618219,127.0640227
KT (주)영진랜드 수유역점,기후동행쉼터,통신사 대리점,서울 강북구 도봉로89길 1 1층 (수유동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.63886815,127.0261113
KT (주)지오컴퍼니 수유시장점,기후동행쉼터,통신사 대리점,서울 강북구 도봉로 251 (수유동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.63090758,127.0240003
KT (주)지오컴퍼니 수락산역점,기후동행쉼터,통신사 대리점,서울 노원구 동일로 1673 (상계동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.67789724,127.0549421
KT (주)지오컴퍼니 광운대역점,기후동행쉼터,통신사 대리점,서울 노원구 광운로 66 1층 101 (월계동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.62313062,127.0603124
KT (주)지오컴퍼니 마들역점,기후동행쉼터,통신사 대리점,서울 노원구 동일로 1538 상계12단지종합 상가 105호 (상계동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.66623744,127.057865
KT (주)지오컴퍼니 미아사거리역점,기후동행쉼터,통신사 대리점,"서울 강북구 도봉로 53 1층 KT (미아동, 금성빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61383358,127.0296065
KT (주)지오컴퍼니 쌍문역점,기후동행쉼터,통신사 대리점,서울 도봉구 도봉로 475-1 (쌍문동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.64833166,127.0341099
KT (주)지오컴퍼니 솔샘점,기후동행쉼터,통신사 대리점,"서울 강북구 솔샘로 233 1층 KT매장 (미아동, 동북프라자)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.62042225,127.0190955
KT (주)지오컴퍼니 석계역점,기후동행쉼터,통신사 대리점,서울 노원구 화랑로 335 1층 102호 (월계동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61510196,127.0649828
