쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
성동구청(책마루),한파쉼터,기타,서울특별시 성동구 고산자로 270,평일: 09:00:00 ~ 21:00:00,"일요일, 공휴일",2024-11-15,2025-03-15,,703,50,Y,"['한파', '눈']",실내,,,,37.56342251,127.036965
논골신협대림아파트후문 스마트쉼터,한파쉼터,기타,서울특별시 성동구 행당로 79,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,5.95,5,Y,"['한파', '눈']",실내,,,,37.55820535,127.027507
행당2동주민센터,한파쉼터,주민센터,서울특별시 성동구 행당로9길 9,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,64.8,7,Y,"['한파', '눈']",실내,,,,37.55822103,127.0293498
응봉현대아파트 (삼성래미안아파트앞) 스마트쉼터,한파쉼터,기타,서울특별시 성동구 독서당로 381-1 ,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,16.5,5,Y,"['한파', '눈']",실내,,,,37.55004674,127.0307126
응봉동주민센터,한파쉼터,주민센터,서울특별시 성동구 독서당로 424,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,66,5,Y,"['한파', '눈']",실내,,,,37.55313923,127.0334024
삼성래미안아파트앞 스마트쉼터,한파쉼터,기타,서울특별시 성동구 독서당로 343,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,5.95,5,Y,"['한파', '눈']",실내,,,,37.54981177,127.0270079
금호1가동주민센터,한파쉼터,주민센터,서울특별시 성동구 행당로 15,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,"1,714.00",10,Y,"['한파', '눈']",실내,,,,37.55485999,127.0216494
신금호역 (금호고등학교.금호자이1차아파트입구) 스마트쉼터,한파쉼터,기타,서울특별시 성동구 금호로 173,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,16.5,5,Y,"['한파', '눈']",실내,,,,37.55627884,127.0181523
금호2-3가동주민센터,한파쉼터,주민센터,서울특별시 성동구 무수막18길 1,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,80,7,Y,"['한파', '눈']",실내,,,,37.55323526,127.0209587
무쇠막 스마트쉼터,한파쉼터,기타,서울특별시 성동구 금호로 20,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,5.95,5,Y,"['한파', '눈']",실내,,,,,
힐스테이트서울숲리버아파트 스마트쉼터,한파쉼터,기타,서울특별시 성동구 독서당로 342,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,5.95,5,Y,"['한파', '눈']",실내,,,,37.547886,127.0268881
금호4가동주민센터,한파쉼터,주민센터,서울특별시 성동구 독서당로46길 26,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,295,11,Y,"['한파', '눈']",실내,,,,37.54718056,127.0223825
금호독서당(책마루),한파쉼터,기타,서울특별시 성동구 금호로 30,평일: 09:00:00 ~ 21:00:00,"일요일, 공휴일",2024-11-15,2025-03-15,,786,50,Y,"['한파', '눈']",실내,,,,37.54615986,127.0253043
옥수동주민센터,한파쉼터,주민센터,서울특별시 성동구 독서당로 203,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,749.83,8,Y,"['한파', '눈']",실내,,,,37.54364027,127.0134149
성수1가1동주민센터,한파쉼터,주민센터,서울특별시 성동구 뚝섬로3길 18,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,"1,973.00",12,Y,"['한파', '눈']",실내,,,,37.54203238,127.0496885
뚝섬역8번출구 스마트쉼터,한파쉼터,기타,서울특별시 성동구 아차산로 12-1 ,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,5.95,5,Y,"['한파', '눈']",실내,,,,37.54759553,127.0458468
상원 (리버하우스방면) 스마트쉼터,한파쉼터,기타,서울특별시 성동구 광나루로 142-1 ,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,5.95,5,Y,"['한파', '눈']",실내,,,,37.55134262,127.0460543
뚝섬역4번출구 스마트쉼터,한파쉼터,기타,서울특별시 성동구 아차산로 39-1 ,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,5.95,5,Y,"['한파', '눈']",실내,,,,37.54688082,127.0488711
뚝섬역2번출구 스마트쉼터,한파쉼터,기타,서울특별시 성동구 아차산로 12-3 ,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,5.95,5,Y,"['한파', '눈']",실내,,,,37.54757235,127.045913
성동구민종합체육센터 (서울숲) 스마트쉼터,한파쉼터,기타,서울특별시 성동구 왕십리로5길 10,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,16.5,5,Y,"['한파', '눈']",실내,,,,37.54696745,127.0444179
성동교남단 (한양대정문앞) 스마트쉼터,한파쉼터,기타,서울특별시 성동구 아차산로 2-1 ,평일: 04:00:00 ~ 23:59:00,"일요일, 공휴일",2024-11-15,2025-03-15,,16.5,5,Y,"['한파', '눈']",실내,,,,37.54799545,127.0447617
성수1가2동주민센터,한파쉼터,주민센터,서울특별시 성동구 왕십리로5길 3,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,673,11,Y,"['한파', '눈']",실내,,,,37.54640255,127.0443497
성수아트홀(책마루),한파쉼터,기타,서울특별시 성동구 뚝섬로1길 43,평일: 09:00:00 ~ 21:00:00,"일요일, 공휴일",2024-11-15,2025-03-15,,35.79,10,Y,"['한파', '눈']",실내,,,,37.54542883,127.0469481
