쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
홀트강동복지관,무더위쉼터,복지관,서울특별시 강동구 아리수로93길 41,,,2024/06/01 0:00,2024/09/30 0:00,,71,22,Y,"['폭염', '비']",실내,,,,37.5662192,127.1732711
강일리버파크1단지경로당,무더위쉼터,경로당,서울특별시 강동구 아리수로93가길 25,,,2024/06/01 0:00,2024/09/30 0:00,,103.97,32,Y,"['폭염', '비']",실내,,,,37.56686794,127.1720243
강일리버파크2단지경로당,무더위쉼터,경로당,서울특별시 강동구 아리수로97길 68,,,2024/06/01 0:00,2024/09/30 0:00,,107.43,33,Y,"['폭염', '비']",실내,,,,37.56873076,127.1766546
강일리버파크3단지경로당,무더위쉼터,경로당,서울특별시 강동구 아리수로93길 40,,,2024/06/01 0:00,2024/09/30 0:00,,114.52,35,Y,"['폭염', '비']",실내,,,,37.56551714,127.1751066
강일리버파크4단지경로당,무더위쉼터,경로당,서울특별시 강동구 아리수로97길 19,,,2024/06/01 0:00,2024/09/30 0:00,,132,40,Y,"['폭염', '비']",실내,,,,37.56699524,127.1767913
강일리버파크5단지경로당,무더위쉼터,경로당,서울특별시 강동구 아리수로97길 20,,,2024/06/01 0:00,2024/09/30 0:00,,110.81,34,Y,"['폭염', '비']",실내,,,,37.56851427,127.1781372
강일리버파크7단지경로당,무더위쉼터,경로당,서울특별시 강동구 아리수로98길 25,,,2024/06/01 0:00,2024/09/30 0:00,,151.61,46,Y,"['폭염', '비']",실내,,,,37.56529058,127.1782119
강일리버파크9단지경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로97길 29,,,2024/06/01 0:00,2024/09/30 0:00,,127.1,39,Y,"['폭염', '비']",실내,,,,37.55835403,127.1778326
강일리버파크10단지경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로97길 20,,,2024/06/01 0:00,2024/09/30 0:00,,139.1,42,Y,"['폭염', '비']",실내,,,,37.55920849,127.1799976
고덕리엔파크1단지경로당,무더위쉼터,경로당,서울특별시 강동구 상일로 152,,,2024/06/01 0:00,2024/09/30 0:00,,117.29,36,Y,"['폭염', '비']",실내,,,,37.56164287,127.1714804
고덕리엔파크2단지경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로 427,,,2024/06/01 0:00,2024/09/30 0:00,,157.39,48,Y,"['폭염', '비']",실내,,,,37.55879729,127.1731822
강일동주민센터,무더위쉼터,주민센터,서울특별시 강동구 아리수로93길 9-14 ,,,2024/06/01 0:00,2024/09/30 0:00,,554,168,Y,"['폭염', '비']",실내,,,,37.56504103,127.1739072
강동농협강일지점,무더위쉼터,은행,서울특별시 강동구 아리수로 427,,,2024/06/01 0:00,2024/09/30 0:00,,50,15,Y,"['폭염', '비']",실내,,,,37.56496233,127.1746034
서울강동새마을금고강일지점,무더위쉼터,은행,서울특별시 강동구 아리수로97길 20,,,2024/06/01 0:00,2024/09/30 0:00,,200,61,Y,"['폭염', '비']",실내,,,,37.56851427,127.1781372
강일리버파크11단지경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로97길 100,,,2024/06/01 0:00,2024/09/30 0:00,,228.81,69,Y,"['폭염', '비']",실내,,,,37.562735,127.1799929
상일1동제2경로당,무더위쉼터,경로당,서울특별시 강동구 상암로 413,,,2024/06/01 0:00,2024/09/30 0:00,,110.7,34,Y,"['폭염', '비']",실내,,,,37.54578547,127.1686859
한국시각장애인복지관,무더위쉼터,복지관,서울특별시 강동구 구천면로 645,,,2024/06/01 0:00,2024/09/30 0:00,,"1,000.00",434,Y,"['폭염', '비']",실내,,,,37.55111227,127.1692464
강동아트센터,무더위쉼터,문화시설,서울특별시 강동구 동남로 870,,,2024/06/01 0:00,2024/09/30 0:00,,92.74,28,Y,"['폭염', '비']",실내,,,,37.55122046,127.1573425
상일동경로당,무더위쉼터,경로당,서울특별시 강동구 상일로5길 26,,,2024/06/01 0:00,2024/09/30 0:00,,101.2,31,Y,"['폭염', '비']",실내,,,,37.54928442,127.1714903
상일1동주민센터,무더위쉼터,주민센터,서울특별시 강동구 구천면로 633,,,2024/06/01 0:00,2024/09/30 0:00,,198,60,Y,"['폭염', '비']",실내,,,,37.55058303,127.1683006
하나은행고덕역(출)지점,무더위쉼터,은행,서울특별시 강동구 동남로 892,,,2024/06/01 0:00,2024/09/30 0:00,,200,61,Y,"['폭염', '비']",실내,,,,37.55204593,127.1570848
서울강동새마을금고상일동본점,무더위쉼터,은행,서울특별시 강동구 천호대로 1461,,,2024/06/01 0:00,2024/09/30 0:00,,200,61,Y,"['폭염', '비']",실내,,,,37.54608167,127.170478
게내경로당,무더위쉼터,경로당,서울특별시 강동구 천호대로219길 72,,,2024/06/01 0:00,2024/09/30 0:00,,474.15,144,Y,"['폭염', '비']",실내,,,,37.54895799,127.1711191
