쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
망원2동주민센터,무더위쉼터,주민센터,서울특별시 마포구 방울내로7길 11,,,2024/05/20 0:00,2024/09/30 0:00,,75,100,Y,"['폭염', '비']",실내,,,,37.56031134,126.9023171
쌈지경로당,무더위쉼터,경로당,서울특별시 마포구 방울내로 24-12 ,,,2024/05/20 0:00,2024/09/30 0:00,,214,50,Y,"['폭염', '비']",실내,,,,37.55735268,126.8986072
망원2동제1경로당,무더위쉼터,경로당,서울특별시 마포구 월드컵로31길 69,,,2024/05/20 0:00,2024/09/30 0:00,,75,50,Y,"['폭염', '비']",실내,,,,37.56027006,126.901207
연남동주민센터,무더위쉼터,주민센터,서울특별시 마포구 성미산로29길 17-9 ,,,2024/05/20 0:00,2024/09/30 0:00,,74,305,Y,"['폭염', '비']",실내,,,,37.56450401,126.9220214
느티나무경로당,무더위쉼터,경로당,서울특별시 마포구 성미산로18길 18,,,2024/05/20 0:00,2024/09/30 0:00,,145,22,Y,"['폭염', '비']",실내,,,,37.56068466,126.9183738
연남경로당,무더위쉼터,경로당,서울특별시 마포구 동교로41길 36,,,2024/05/20 0:00,2024/09/30 0:00,,91.77,22,Y,"['폭염', '비']",실내,,,,37.56385775,126.9234261
독산2동주민센터,무더위쉼터,주민센터,서울특별시 금천구 독산로 179,,,2024/05/20 0:00,2024/09/30 0:00,,211,30,Y,"['폭염', '비']",실내,,,,37.4631474,126.9034825
신일교회(1층로비및카페),무더위쉼터,기타,서울특별시 금천구 시흥대로90길 25,,,2024/05/20 0:00,2024/09/30 0:00,,110,30,Y,"['폭염', '비']",실내,,,,37.46181455,126.8992905
만수경로당,무더위쉼터,경로당,서울특별시 금천구 시흥대로90길 60-3 ,,,2024/05/20 0:00,2024/09/30 0:00,,110.7,20,Y,"['폭염', '비']",실내,,,,37.46282267,126.9009674
독산보건지소,무더위쉼터,기타,서울특별시 금천구 독산로87길 27,,,2024/08/01 0:00,2024/09/30 0:00,,12,10,Y,"['폭염', '비']",실내,,,,37.47362883,126.9022411
새마을금고독산동,무더위쉼터,은행,서울특별시 금천구 독산로 323,,,2024/06/12 0:00,2024/09/30 0:00,,30,25,Y,"['폭염', '비']",실내,,,,37.47555686,126.903291
신한은행독산동금융센터,무더위쉼터,은행,서울특별시 금천구 시흥대로 446,,,2024/06/12 0:00,2024/09/30 0:00,,18,20,Y,"['폭염', '비']",실내,,,,37.4733085,126.8988
목화경로당,무더위쉼터,경로당,서울특별시 금천구 문성로7가길 14,,,2024/05/20 0:00,2024/09/30 0:00,,153,20,Y,"['폭염', '비']",실내,,,,37.47753698,126.9065001
동산경로당,무더위쉼터,경로당,서울특별시 금천구 독산로54길 247,,,2024/05/20 0:00,2024/09/30 0:00,,110.7,20,Y,"['폭염', '비']",실내,,,,37.47292061,126.9059808
구룡경로당,무더위쉼터,경로당,서울특별시 금천구 남부순환로122길 5,,,2024/05/20 0:00,2024/09/30 0:00,,99.84,20,Y,"['폭염', '비']",실내,,,,37.47917613,126.9022031
문성경로당,무더위쉼터,경로당,서울특별시 금천구 독산로93길 18,,,2024/05/20 0:00,2024/09/30 0:00,,117,20,Y,"['폭염', '비']",실내,,,,37.47406025,126.9022657
독산3동주민센터,무더위쉼터,주민센터,서울특별시 금천구 독산로 317,,,2024/05/20 0:00,2024/09/30 0:00,,193,100,Y,"['폭염', '비']",실내,,,,37.47516041,126.9031745
기업은행독산동,무더위쉼터,은행,서울특별시 금천구 시흥대로 376,,,2024/08/01 0:00,2024/08/30 0:00,,7,8,Y,"['폭염', '비']",실내,,,,37.4670124,126.8981393
금천구립독산도서관(1층로비),무더위쉼터,도서관,서울특별시 금천구 독산로54길 114,,,2024/05/20 0:00,2024/09/30 0:00,,33,10,Y,"['폭염', '비']",실내,,,,37.46758019,126.9081059
금천호암노인종합복지관,무더위쉼터,복지관,서울특별시 금천구 독산로72길 86-5 ,,,2024/05/20 0:00,2024/09/30 0:00,,779,30,Y,"['폭염', '비']",실내,,,,37.46951291,126.9064492
정심경로당,무더위쉼터,경로당,서울특별시 금천구 독산로75길 12-7 ,,,2024/05/20 0:00,2024/09/30 0:00,,117,20,Y,"['폭염', '비']",실내,,,,37.46936748,126.9016706
독산4동주민센터,무더위쉼터,주민센터,서울특별시 금천구 독산로 232,,,2024/05/20 0:00,2024/09/30 0:00,,33,30,Y,"['폭염', '비']",실내,,,,37.46755353,126.9021682
감로천경로당,무더위쉼터,경로당,서울특별시 금천구 독산로72길 86-5 ,,,2024/05/20 0:00,2024/09/30 0:00,,150,20,Y,"['폭염', '비']",실내,,,,37.46951291,126.9064492
국민은행금천지점,무더위쉼터,은행,서울특별시 금천구 시흥대로 202,,,2024/06/12 0:00,2024/09/30 0:00,,24,25,Y,"['폭염', '비']",실내,,,,37.45196571,126.9021163
농협시흥동지점,무더위쉼터,은행,서울특별시 금천구 시흥대로 213-2 ,,,2024/06/12 0:00,2024/09/30 0:00,,13,16,Y,"['폭염', '비']",실내,,,,37.45284941,126.9010216
우리은행금천구청지점,무더위쉼터,은행,서울특별시 금천구 시흥대로73길 70,,,2024/06/12 0:00,2024/09/30 0:00,,18,20,Y,"['폭염', '비']",실내,,,,37.45706565,126.8960369
신한은행시흥점,무더위쉼터,은행,서울특별시 금천구 시흥대로 230,,,2024/06/12 0:00,2024/09/30 0:00,,18,20,Y,"['폭염', '비']",실내,,,,37.45442844,126.9012483
금천구지체장애인쉼터,무더위쉼터,기타,서울특별시 금천구 시흥대로59길 13,,,2024/05/20 0:00,2024/09/30 0:00,,253.66,30,Y,"['폭염', '비']",실내,,,,37.45331173,126.9000701
금천구시각장애인쉼터,무더위쉼터,기타,서울특별시 금천구 시흥대로77길 23,,,2024/05/20 0:00,2024/09/30 0:00,,152.47,25,Y,"['폭염', '비']",실내,,,,37.45755194,126.8975936
서초구립양재도서관,무더위쉼터,도서관,서울특별시 서초구 양재천로 33,,,2024/05/20 0:00,2024/09/30 0:00,,20,6,Y,"['폭염', '비']",실내,,,,37.47370134,127.033606
서초구립암산경로당,무더위쉼터,경로당,서울특별시 서초구 바우뫼로7길 84,,,2024/05/20 0:00,2024/09/30 0:00,,97,20,Y,"['폭염', '비']",실내,,,,37.47351988,127.0244307
서초구립우면주공아파트경로당,무더위쉼터,경로당,서울특별시 서초구 바우뫼로7길 11,,,2024/05/20 0:00,2024/09/30 0:00,,141,20,Y,"['폭염', '비']",실내,,,,37.4698618,127.023866
서초구립송동마을경로당,무더위쉼터,경로당,서울특별시 서초구 송동길 27,,,2024/05/20 0:00,2024/09/30 0:00,,151,20,Y,"['폭염', '비']",실내,,,,37.46016755,127.0171002
서초구립우면동경로당,무더위쉼터,경로당,서울특별시 서초구 바우뫼로4길 6,,,2024/05/20 0:00,2024/09/30 0:00,,195,20,Y,"['폭염', '비']",실내,,,,37.46941753,127.0254992
양재느티나무쉼터,무더위쉼터,기타,서울특별시 서초구 바우뫼로41길 72-9 ,,,2024/05/20 0:00,2024/09/30 0:00,,487.29,5,Y,"['폭염', '비']",실내,,,,37.48383635,127.0404943
양재1동주민센터,무더위쉼터,주민센터,서울특별시 서초구 바우뫼로 41,,,2024/05/20 0:00,2024/09/30 0:00,,70,21,Y,"['폭염', '비']",실내,,,,37.47167106,127.0266688
양재노인종합복지관,무더위쉼터,복지관,서울특별시 서초구 강남대로30길 73-7 ,,,2024/05/20 0:00,2024/09/30 0:00,,100,22,Y,"['폭염', '비']",실내,,,,37.48302001,127.040816
말죽거리경로당,무더위쉼터,경로당,서울특별시 서초구 바우뫼로41길 72-9 ,,,2024/05/20 0:00,2024/09/30 0:00,,141,20,Y,"['폭염', '비']",실내,,,,37.48383635,127.0404943
이마트양재점,무더위쉼터,마트,서울특별시 서초구 매헌로 16,,,2024/06/14 0:00,2024/09/30 0:00,,30.3,9,Y,"['폭염', '비']",실내,,,,37.46246735,127.0369479
서초종합체육관,무더위쉼터,문화시설,서울특별시 서초구 양재대로12길 73-48 ,,,2024/05/20 0:00,2024/09/30 0:00,,17,5,Y,"['폭염', '비']",실내,,,,37.45895458,127.0423061
