쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
신한은행 개포동,기후동행쉼터,은행,"서울특별시 강남구 개포로 307,(우성아파트단지상가)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.48463106,127.056092
신한은행 도곡역,기후동행쉼터,은행,서울특별시 강남구 남부순환로 2912,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49070599,127.0561429
신한은행 군인공제회관,기후동행쉼터,은행,"서울특별시 강남구 남부순환로 2806,(군인공제회관)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.48910918,127.0529141
신한은행 반포남금융센터,기후동행쉼터,은행,서울특별시 서초구 서초중앙로 238,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.50296195,127.012071
신한은행 반포중앙,기후동행쉼터,은행,서울 서초구 잠원로3길 40(잠원동),09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.50821285,127.0036587
신한은행 잠원동,기후동행쉼터,은행,"서울특별시 서초구 잠원로14길 29,(롯데복지센터빌딩)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.51785372,127.0154492
신한은행 반포서래,기후동행쉼터,은행,서울특별시 서초구 서래로 23,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49711908,126.9980821
신한은행 반포래미안,기후동행쉼터,은행,"서울특별시 서초구 반포대로 287,(래미안퍼스티지중심상가)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.50432794,127.0010883
신한은행 서초중앙,기후동행쉼터,은행,서울특별시 서초구 효령로 285,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.48514695,127.0153591
신한은행 서초동,기후동행쉼터,은행,서울특별시 서초구 반포대로 101,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.48931714,127.0085521
신한은행 교대역,기후동행쉼터,은행,서울특별시 서초구 서초대로 314,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49403315,127.0158921
신한은행 강남역금융센터,기후동행쉼터,은행,서울특별시 서초구 서초대로 398,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49663682,127.0251043
신한은행 역삼동,기후동행쉼터,은행,"서울특별시 강남구 강남대로 314,(서우빌딩)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49131896,127.0312577
신한은행 강남대로,기후동행쉼터,은행,서울 서초구 강남대로 327(대륭서초타워),09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49206402,127.0297958
신한은행 양재역금융센터,기후동행쉼터,은행,"서울특별시 강남구 강남대로 240,(SK허브프리모)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.48525961,127.0344297
신한은행 양재동,기후동행쉼터,은행,"서울특별시 서초구 논현로 87,(삼호물산빌딩)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.47756255,127.0442142
신한은행 현대모터타운,기후동행쉼터,은행,"서울특별시 서초구 헌릉로 12,(현대기아자동차빌딩)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.46436232,127.0426636
신한은행 방배,기후동행쉼터,은행,서울특별시 서초구 방배로 148,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.48720148,126.9942993
신한은행 이수역,기후동행쉼터,은행,서울특별시 서초구 서초대로 6,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.48517709,126.9830049
신한은행 사당,기후동행쉼터,은행,서울특별시 동작구 동작대로 35,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.47961788,126.981357
신한은행 동부법원,기후동행쉼터,은행,서울 송파구 법원로 101(문정동),09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.48349446,127.1197516
